域名	解析IP	开放端口	WEB服务器	网站状态
dj7.baidu.com	111.13.101.73	-	-	-
dj9.baidu.com	111.13.101.73	-	-	-
g19.baidu.com	111.13.12.213	-	-	-
g17.baidu.com	111.13.12.213	-	-	-
g16.baidu.com	111.13.12.213	-	-	-
g18.baidu.com	111.13.12.213	-	-	-
g20.baidu.com	111.13.12.213	-	-	-
gt2.baidu.com	183.232.231.174	-	-	-
hp2.baidu.com	111.13.101.51	-	-	-
i12.baidu.com	223.111.138.49	-	-	-
i10.baidu.com	223.111.138.49	-	-	-
i11.baidu.com	223.111.138.49	-	-	-
ie0.baidu.com	10.10.252.0	-	-	-
m11.baidu.com	111.13.82.70,111.13.82.71	-	-	-
m12.baidu.com	111.13.82.71,111.13.82.70	-	-	-
m13.baidu.com	183.232.231.30,183.232.231.31	-	-	-
m10.baidu.com	111.13.82.70,111.13.82.71	-	-	-
mt1.baidu.com	112.34.111.160	-	-	-
mt9.baidu.com	112.34.111.160	-	-	-
mt3.baidu.com	112.34.111.160	-	-	-
mt4.baidu.com	112.34.111.160	-	-	-
mt7.baidu.com	112.34.111.160	-	-	-
mt8.baidu.com	112.34.111.160	-	-	-
mt5.baidu.com	112.34.111.160	-	-	-
mt6.baidu.com	112.34.111.160	-	-	-
mx9.baidu.com	220.181.5.195	-	-	-
rs2.baidu.com	10.11.63.32	-	-	-
rs4.baidu.com	10.11.250.92	-	-	-
rs0.baidu.com	10.11.63.30	-	-	-
rs3.baidu.com	10.11.63.33	-	-	-
sp0.baidu.com	111.13.100.91,111.13.100.92	-	-	-
sp2.baidu.com	111.13.100.92,111.13.100.91	-	-	-
ss2.baidu.com	112.25.86.33	-	-	-
ss3.baidu.com	112.25.86.33	-	-	-
ss1.baidu.com	112.25.86.33	-	-	-
ss0.baidu.com	112.25.86.33	-	-	-
ss7.baidu.com	112.25.86.48	-	-	-
ss8.baidu.com	112.25.86.48	-	-	-
ss9.baidu.com	112.25.86.48	-	-	-
xy3.baidu.com	111.13.101.51	-	-	-
zb3.baidu.com	61.156.17.97	-	-	-
zb4.baidu.com	61.156.17.98	-	-	-
2048.baidu.com	10.42.147.23	-	-	-
3600.baidu.com	111.13.100.22,112.34.111.131	-	-	-
9ass.baidu.com	10.216.121.19	-	-	-
acct.baidu.com	10.141.80.143	-	-	-
acmc.baidu.com	10.26.5.60,10.50.14.165	-	-	-
adoc.baidu.com	10.94.81.168	-	-	-
adrc.baidu.com	10.46.8.11,10.42.3.130	-	-	-
adrd.baidu.com	111.206.37.105	-	-	-
adtp.baidu.com	10.94.18.44	-	-	-
aicp.baidu.com	180.101.212.20	-	-	-
aiid.baidu.com	180.76.179.76	-	-	-
amis.baidu.com	10.26.3.240,10.26.3.239,10.42.4.86	-	-	-
anti.baidu.com	10.46.95.57	-	-	-
apmc.baidu.com	10.44.64.58	-	-	-
appc.baidu.com	112.34.111.126	-	-	-
appw.baidu.com	112.34.111.126	-	-	-
appx.baidu.com	117.185.16.15	-	-	-
ares.baidu.com	10.208.7.183	-	-	-
asea.baidu.com	10.26.21.23,10.42.132.62	-	-	-
asec.baidu.com	123.125.115.28	-	-	-
baas.baidu.com	10.57.13.243,10.141.80.119	-	-	-
basa.baidu.com	10.81.8.180	-	-	-
bask.baidu.com	10.36.253.83,10.26.7.113	-	-	-
bbzd.baidu.com	111.13.100.13	-	-	-
bcms.baidu.com	180.149.131.21,123.125.115.97	-	-	-
bcss.baidu.com	183.232.232.58,115.239.211.32,153.37.235.60	-	-	-
bdav.baidu.com	10.207.7.95	-	-	-
bdmp.baidu.com	10.36.7.101	-	-	-
bdmt.baidu.com	10.206.7.30	-	-	-
bdop.baidu.com	10.36.253.72	-	-	-
bdns.baidu.com	117.185.17.96,111.13.105.30	-	-	-
beac.baidu.com	180.76.163.228	-	-	-
besq.baidu.com	112.34.111.30	-	-	-
bgzc.baidu.com	10.42.4.172	-	-	-
biee.baidu.com	10.42.7.24	-	-	-
biss.baidu.com	10.73.191.24	-	-	-
bk21.baidu.com	10.11.133.13	-	-	-
bk20.baidu.com	10.11.133.12	-	-	-
bk16.baidu.com	10.11.133.10	-	-	-
bk18.baidu.com	10.11.133.11	-	-	-
bk01.baidu.com	192.168.5.18	-	-	-
bkrz.baidu.com	111.13.101.29	-	-	-
bkso.baidu.com	112.34.111.122,111.13.100.160,112.34.111.121	-	-	-
bmdc.baidu.com	10.42.4.219,10.57.8.26	-	-	-
bnac.baidu.com	172.22.1.20	-	-	-
bnms.baidu.com	220.181.57.13,119.75.219.90,123.125.112.44	-	-	-
boba.baidu.com	10.91.160.66	-	-	-
boas.baidu.com	10.207.6.78	-	-	-
bocs.baidu.com	10.57.13.112	-	-	-
bops.baidu.com	10.36.253.72	-	-	-
bpkg.baidu.com	10.46.173.29	-	-	-
bpps.baidu.com	10.48.48.20	-	-	-
brpc.baidu.com	10.92.72.31	-	-	-
brsa.baidu.com	172.22.1.128	-	-	-
bsrc.baidu.com	202.106.2.63	-	-	-
bstd.baidu.com	10.81.211.74	-	-	-
caas.baidu.com	10.57.105.19	-	-	-
cacs.baidu.com	10.151.111.35,10.128.230.51	-	-	-
carp.baidu.com	183.232.232.76,117.185.17.225,112.34.112.22	-	-	-
cbbs.baidu.com	202.106.2.53	-	-	-
cbjs.baidu.com	223.111.138.49	-	-	-
ccdb.baidu.com	10.215.117.11	-	-	-
chip.baidu.com	10.50.13.148	-	-	-
cibc.baidu.com	10.99.68.22	-	-	-
ckkk.baidu.com	119.75.222.131	-	-	-
ckue.baidu.com	119.75.222.131	-	-	-
ckqa.baidu.com	10.94.22.34	-	-	-
ckzt.baidu.com	119.75.222.131	-	-	-
cmpt.baidu.com	10.50.14.165,10.26.5.60	-	-	-
cona.baidu.com	117.185.17.93	-	-	-
cprd.baidu.com	10.46.95.58	-	-	-
crab.baidu.com	112.34.111.91,183.232.232.85	-	-	-
csdk.baidu.com	180.149.131.33	-	-	-
cube.baidu.com	10.65.24.30	-	-	-
daas.baidu.com	10.58.172.16	-	-	-
daqi.baidu.com	10.94.24.19	-	-	-
daka.baidu.com	10.38.45.55	-	-	-
dbrd.baidu.com	10.46.84.23	-	-	-
dcom.baidu.com	10.94.33.15	-	-	-
ddmp.baidu.com	111.13.105.167,202.106.2.34,106.39.162.229	-	-	-
dev2.baidu.com	112.34.111.154	-	-	-
dlsw.baidu.com	223.112.198.47	-	-	-
dmap.baidu.com	10.42.4.219,10.57.8.26	-	-	-
drfn.baidu.com	10.202.6.147,10.202.6.149	-	-	-
dtop.baidu.com	10.23.240.246	-	-	-
duer.baidu.com	111.13.100.233	-	-	-
duad.baidu.com	117.185.16.47	-	-	-
duhr.baidu.com	10.42.3.235	-	-	-
dumi.baidu.com	111.13.100.233	-	-	-
dutu.baidu.com	10.48.31.125	-	-	-
duxj.baidu.com	111.13.105.54	-	-	-
duyi.baidu.com	111.13.101.29	-	-	-
dx02.baidu.com	10.9.252.42	-	-	-
dx03.baidu.com	10.9.252.43	-	-	-
ec13.baidu.com	10.11.6.22	-	-	-
ec11.baidu.com	10.11.6.20	-	-	-
ec12.baidu.com	10.11.6.21	-	-	-
ec03.baidu.com	10.11.252.89	-	-	-
ec05.baidu.com	10.11.252.189	-	-	-
ec06.baidu.com	10.11.252.191	-	-	-
ec04.baidu.com	10.11.252.188	-	-	-
ec01.baidu.com	10.11.252.204	-	-	-
elbc.baidu.com	112.80.248.163,123.125.112.212	-	-	-
emsg.baidu.com	10.40.8.14	-	-	-
enan.baidu.com	119.75.222.225,182.61.62.64,182.61.240.16	-	-	-
ents.baidu.com	106.39.162.232	-	-	-
eopa.baidu.com	202.106.2.65,111.13.101.178,115.239.211.55	-	-	-
eops.baidu.com	202.106.2.65,111.13.101.178,115.239.211.55	-	-	-
epan.baidu.com	112.34.111.110	-	-	-
erya.baidu.com	10.42.3.206	-	-	-
erwa.baidu.com	10.46.134.151	-	-	-
etcd.baidu.com	10.26.26.238	-	-	-
eval.baidu.com	10.95.29.20	-	-	-
eyun.baidu.com	112.34.111.110	-	-	-
falv.baidu.com	61.135.162.7,220.181.163.8	-	-	-
fake.baidu.com	180.149.131.33	-	-	-
fats.baidu.com	10.48.154.51	-	-	-
faxe.baidu.com	10.99.62.34	-	-	-
fbuq.baidu.com	10.95.115.61	-	-	-
fbqa.baidu.com	10.99.31.22	-	-	-
fbva.baidu.com	10.94.36.24	-	-	-
fcbi.baidu.com	10.94.64.35	-	-	-
fcfe.baidu.com	10.100.21.55	-	-	-
fccp.baidu.com	111.13.100.150	-	-	-
fcop.baidu.com	10.58.161.57	-	-	-
fcsp.baidu.com	112.34.111.193	-	-	-
fcts.baidu.com	10.95.112.203	-	-	-
fcrm.baidu.com	111.202.114.96	-	-	-
fczb.baidu.com	10.26.127.40	-	-	-
fecs.baidu.com	180.76.137.83	-	-	-
fina.baidu.com	10.48.52.13	-	-	-
fsds.baidu.com	117.185.17.95	-	-	-
gaea.baidu.com	10.65.34.123	-	-	-
gaia.baidu.com	10.86.36.51	-	-	-
gccp.baidu.com	61.135.185.228	-	-	-
gdsp.baidu.com	103.235.47.71	-	-	-
gems.baidu.com	10.42.5.46,10.81.211.126,10.36.4.65	-	-	-
gene.baidu.com	10.208.62.14	-	-	-
gimg.baidu.com	111.13.101.73	-	-	-
gips.baidu.com	10.90.79.45	-	-	-
glab.baidu.com	10.91.160.57	-	-	-
glog.baidu.com	10.46.136.15	-	-	-
gmll.baidu.com	10.242.15.21	-	-	-
gsp3.baidu.com	117.185.16.175	-	-	-
gss2.baidu.com	112.25.86.31	-	-	-
gsp1.baidu.com	117.185.16.175	-	-	-
gss0.baidu.com	112.25.86.31	-	-	-
gsp0.baidu.com	117.185.16.175	-	-	-
gss3.baidu.com	112.25.86.31	-	-	-
gss1.baidu.com	112.25.86.31	-	-	-
gsp2.baidu.com	117.185.16.175	-	-	-
h7n9.baidu.com	180.149.131.33	-	-	-
habo.baidu.com	10.36.3.245	-	-	-
hdns.baidu.com	10.10.10.10,10.10.10.20	-	-	-
hetu.baidu.com	10.91.161.75	-	-	-
hhvm.baidu.com	10.213.194.21	-	-	-
hjzy.baidu.com	117.185.16.252,183.232.231.209,112.34.111.37	-	-	-
hkmx.baidu.com	180.76.1.189	-	-	-
hmma.baidu.com	111.13.100.3	-	-	-
hzzk.baidu.com	10.212.15.156	-	-	-
iaas.baidu.com	10.42.8.185	-	-	-
iadc.baidu.com	10.95.130.123	-	-	-
ibac.baidu.com	10.94.80.144	-	-	-
ibae.baidu.com	10.26.7.36,10.36.7.34	-	-	-
ibot.baidu.com	10.141.80.19	-	-	-
ibox.baidu.com	10.32.253.239	-	-	-
ibpm.baidu.com	10.36.4.103,10.50.15.250	-	-	-
icmp.baidu.com	103.235.46.151	-	-	-
idev.baidu.com	10.46.11.150	-	-	-
idgj.baidu.com	180.149.131.33	-	-	-
idmp.baidu.com	10.32.11.229	-	-	-
idna.baidu.com	10.13.252.188	-	-	-
idoc.baidu.com	10.36.3.50	-	-	-
idss.baidu.com	10.57.21.32	-	-	-
idux.baidu.com	10.100.47.145	-	-	-
iemp.baidu.com	10.26.26.166	-	-	-
ieva.baidu.com	10.48.17.152	-	-	-
ijob.baidu.com	10.48.30.110	-	-	-
ikan.baidu.com	111.202.114.114	-	-	-
ilog.baidu.com	10.50.14.165,10.26.5.60	-	-	-
imbd.baidu.com	10.99.53.43	-	-	-
imdm.baidu.com	10.42.4.219,10.57.8.26	-	-	-
imms.baidu.com	111.13.100.18	-	-	-
imdc.baidu.com	10.46.211.55	-	-	-
imdp.baidu.com	10.42.6.34	-	-	-
imgr.baidu.com	112.34.111.193	-	-	-
imop.baidu.com	10.58.161.57	-	-	-
imsr.baidu.com	10.46.11.143	-	-	-
impl.baidu.com	10.94.66.51	-	-	-
imis.baidu.com	10.23.249.116	-	-	-
ippt.baidu.com	117.185.16.78	-	-	-
irim.baidu.com	10.65.211.149	-	-	-
isis.baidu.com	10.215.7.119	-	-	-
itgc.baidu.com	10.23.245.19	-	-	-
iufo.baidu.com	10.36.4.130,10.42.4.86,10.26.3.240,10.46.7.36,10.50.13.87,10.91.160.44	-	-	-
iuts.baidu.com	10.242.90.44	-	-	-
jeep.baidu.com	10.92.33.29	-	-	-
jing.baidu.com	223.111.138.48	-	-	-
jpad.baidu.com	111.13.105.168	-	-	-
jpmx.baidu.com	61.208.132.13	-	-	-
jrws.baidu.com	183.232.231.206,111.13.105.103	-	-	-
jubo.baidu.com	10.91.160.66	-	-	-
kapr.baidu.com	10.26.5.60,10.50.14.165	-	-	-
kepu.baidu.com	10.99.199.82	-	-	-
kgqc.baidu.com	10.206.7.234	-	-	-
kgva.baidu.com	10.94.26.55	-	-	-
kgts.baidu.com	10.95.22.43	-	-	-
kity.baidu.com	119.75.222.180	-	-	-
kpop.baidu.com	180.76.141.217,180.76.183.17	-	-	-
ksop.baidu.com	10.52.38.12	-	-	-
kube.baidu.com	10.57.8.140,10.26.25.86	-	-	-
lark.baidu.com	111.13.105.54	-	-	-
lebo.baidu.com	180.76.183.17	-	-	-
lion.baidu.com	10.242.112.16	-	-	-
lime.baidu.com	112.34.111.182,117.185.17.138	-	-	-
mbjs.baidu.com	103.235.46.145	-	-	-
mbox.baidu.com	180.76.141.217,180.76.183.17	-	-	-
mbub.baidu.com	10.46.190.37	-	-	-
mcdt.baidu.com	10.50.99.11	-	-	-
mcop.baidu.com	10.42.7.138	-	-	-
mcrm.baidu.com	10.26.3.240,10.36.4.130,10.46.7.36,10.50.13.87,10.91.160.44,10.42.4.86	-	-	-
mdns.baidu.com	10.57.156.61	-	-	-
meva.baidu.com	10.99.89.58	-	-	-
ment.baidu.com	10.26.3.225	-	-	-
mevc.baidu.com	119.75.222.131	-	-	-
miti.baidu.com	112.34.111.124	-	-	-
mjqa.baidu.com	10.242.112.16	-	-	-
mmqa.baidu.com	10.242.89.36	-	-	-
mmse.baidu.com	111.13.100.18	-	-	-
moat.baidu.com	10.99.17.62	-	-	-
motu.baidu.com	123.125.112.197	-	-	-
msdk.baidu.com	10.42.4.86,10.91.160.44,10.26.3.240,10.50.13.87,10.46.7.36,10.36.4.130	-	-	-
mssp.baidu.com	112.34.111.113	-	-	-
mtap.baidu.com	10.81.211.74,10.36.7.221	-	-	-
mute.baidu.com	202.106.2.61,220.181.57.61,111.13.100.190,112.80.255.153,180.97.104.60,183.232.232.60	-	-	-
mvip.baidu.com	61.135.185.175	-	-	-
mx13.baidu.com	220.181.3.74	-	-	-
mx15.baidu.com	220.181.50.182	-	-	-
mx20.baidu.com	111.202.115.85	-	-	-
mx10.baidu.com	111.202.115.75	-	-	-
mx18.baidu.com	61.135.165.102	-	-	-
mx16.baidu.com	61.135.165.114	-	-	-
mx14.baidu.com	220.181.50.181	-	-	-
mx19.baidu.com	220.181.50.166	-	-	-
mx17.baidu.com	61.135.165.115	-	-	-
mx12.baidu.com	220.181.3.75	-	-	-
mx11.baidu.com	111.202.115.74	-	-	-
mx54.baidu.com	61.135.168.54	-	-	-
mx51.baidu.com	61.135.168.51	-	-	-
mx59.baidu.com	61.135.168.59	-	-	-
mx65.baidu.com	115.239.212.22	-	-	-
mx79.baidu.com	115.239.212.149	-	-	-
mx73.baidu.com	115.239.212.209	-	-	-
mx72.baidu.com	115.239.212.208	-	-	-
mx58.baidu.com	61.135.168.58	-	-	-
mx56.baidu.com	61.135.168.56	-	-	-
mx89.baidu.com	58.217.202.32	-	-	-
mx95.baidu.com	58.217.202.156	-	-	-
mx81.baidu.com	58.217.202.24	-	-	-
mx50.baidu.com	180.76.13.18	-	-	-
mx52.baidu.com	61.135.168.52	-	-	-
mx84.baidu.com	58.217.202.27	-	-	-
mx78.baidu.com	115.239.212.148	-	-	-
mx80.baidu.com	115.239.212.150	-	-	-
mx70.baidu.com	115.239.212.83	-	-	-
mx86.baidu.com	58.217.202.29	-	-	-
mx90.baidu.com	58.217.202.33	-	-	-
mx62.baidu.com	115.239.212.19	-	-	-
mx67.baidu.com	115.239.212.80	-	-	-
mx55.baidu.com	61.135.168.55	-	-	-
mx53.baidu.com	61.135.168.53	-	-	-
mx69.baidu.com	115.239.212.82	-	-	-
mx64.baidu.com	115.239.212.21	-	-	-
mx61.baidu.com	115.239.212.18	-	-	-
mx57.baidu.com	61.135.168.57	-	-	-
mx63.baidu.com	115.239.212.20	-	-	-
mx68.baidu.com	115.239.212.81	-	-	-
mx71.baidu.com	115.239.212.207	-	-	-
mx66.baidu.com	115.239.212.79	-	-	-
mx75.baidu.com	115.239.212.211	-	-	-
mx77.baidu.com	115.239.212.147	-	-	-
mx60.baidu.com	61.135.168.60	-	-	-
mx74.baidu.com	115.239.212.210	-	-	-
mx99.baidu.com	58.217.202.160	-	-	-
mx94.baidu.com	58.217.202.155	-	-	-
mx83.baidu.com	58.217.202.26	-	-	-
mx98.baidu.com	58.217.202.159	-	-	-
mx91.baidu.com	58.217.202.152	-	-	-
mx82.baidu.com	58.217.202.25	-	-	-
mx85.baidu.com	58.217.202.28	-	-	-
mx76.baidu.com	115.239.212.146	-	-	-
mx96.baidu.com	58.217.202.157	-	-	-
mx92.baidu.com	58.217.202.153	-	-	-
mx97.baidu.com	58.217.202.158	-	-	-
mx93.baidu.com	58.217.202.154	-	-	-
mx87.baidu.com	58.217.202.30	-	-	-
mx88.baidu.com	58.217.202.31	-	-	-
myga.baidu.com	10.26.26.195	-	-	-
myhr.baidu.com	10.42.3.235	-	-	-
nani.baidu.com	111.13.101.14	-	-	-
naop.baidu.com	10.26.3.240,10.42.4.86,10.26.3.239	-	-	-
ndsp.baidu.com	112.34.111.26	-	-	-
nlog.baidu.com	202.108.23.198,123.125.112.68,180.149.131.88,111.13.100.22,220.181.112.111,220.181.163.54	-	-	-
nlbc.baidu.com	112.80.248.163,123.125.112.212	-	-	-
nlpc.baidu.com	10.208.7.235	-	-	-
nmpc.baidu.com	10.94.54.51,10.94.53.38	-	-	-
nmci.baidu.com	10.48.54.23	-	-	-
nmss.baidu.com	10.95.42.59	-	-	-
noya.baidu.com	10.99.89.23	-	-	-
nsci.baidu.com	10.215.7.45	-	-	-
nsqa.baidu.com	10.94.52.44	-	-	-
nssp.baidu.com	10.26.3.240,10.42.4.86,10.26.3.239	-	-	-
nvpb.baidu.com	123.125.114.129	-	-	-
nwww.baidu.com	180.97.33.68	-	-	-
oaas.baidu.com	10.65.45.98	-	-	-
oasp.baidu.com	115.239.211.31,183.232.232.54,202.106.2.51	-	-	-
ocap.baidu.com	10.50.13.108	-	-	-
olap.baidu.com	10.40.32.33	-	-	-
oloc.baidu.com	112.34.111.252	-	-	-
omon.baidu.com	10.57.6.40,10.57.13.39,10.36.5.198	-	-	-
omp2.baidu.com	10.26.3.240,10.46.7.36,10.50.13.87,10.91.160.44,10.36.4.130,10.42.4.86	-	-	-
opcm.baidu.com	10.40.32.30	-	-	-
opdp.baidu.com	10.23.245.49	-	-	-
oped.baidu.com	10.65.211.16	-	-	-
opqa.baidu.com	10.36.7.221,10.81.211.74	-	-	-
orcp.baidu.com	10.91.160.190	-	-	-
orpc.baidu.com	112.34.111.196	-	-	-
ossp.baidu.com	10.42.4.236	-	-	-
palo.baidu.com	10.23.248.82	-	-	-
pano.baidu.com	117.185.17.57	-	-	-
pcdn.baidu.com	112.80.255.188	-	-	-
perf.baidu.com	10.91.161.71	-	-	-
pimc.baidu.com	112.34.111.129,117.185.17.105	-	-	-
poap.baidu.com	180.97.33.34,123.125.112.68	-	-	-
pred.baidu.com	10.94.16.29	-	-	-
prod.baidu.com	10.65.25.83	-	-	-
prom.baidu.com	10.73.192.28	-	-	-
prim.baidu.com	10.26.5.60,10.50.14.165	-	-	-
prev.baidu.com	111.202.114.143	-	-	-
psce.baidu.com	10.99.124.53	-	-	-
psdy.baidu.com	10.86.78.25	-	-	-
pups.baidu.com	112.34.111.63	-	-	-
pycm.baidu.com	10.50.65.18	-	-	-
qapm.baidu.com	180.149.131.200	-	-	-
qapi.baidu.com	10.91.160.157	-	-	-
qatc.baidu.com	10.26.137.29	-	-	-
qdev.baidu.com	10.94.53.16	-	-	-
qwrz.baidu.com	117.185.16.135,183.232.232.80,111.13.100.21	-	-	-
rado.baidu.com	180.76.141.217	-	-	-
rasp.baidu.com	220.181.57.191	-	-	-
rcpt.baidu.com	10.50.13.252,10.207.6.242	-	-	-
rebo.baidu.com	10.91.160.66	-	-	-
rili.baidu.com	180.149.131.33	-	-	-
rota.baidu.com	10.36.4.129	-	-	-
rpqa.baidu.com	10.46.7.193	-	-	-
rpop.baidu.com	10.42.3.42	-	-	-
rpmp.baidu.com	10.207.78.26	-	-	-
sadu.baidu.com	103.235.46.69	-	-	-
sala.baidu.com	183.232.231.86	-	-	-
sata.baidu.com	10.91.160.57	-	-	-
sdsp.baidu.com	180.97.33.174	-	-	-
secr.baidu.com	112.34.111.90	-	-	-
sfci.baidu.com	10.50.105.32	-	-	-
sftj.baidu.com	111.13.101.191	-	-	-
shol.baidu.com	111.13.100.92,111.13.100.91	-	-	-
siem.baidu.com	10.73.191.40	-	-	-
simp.baidu.com	10.119.157.15	-	-	-
sms3.baidu.com	172.18.0.101	-	-	-
sms6.baidu.com	172.18.0.141	-	-	-
sms4.baidu.com	172.18.0.46	-	-	-
sms5.baidu.com	172.18.0.140	-	-	-
sms7.baidu.com	172.18.0.142	-	-	-
sms9.baidu.com	172.18.0.144	-	-	-
sms8.baidu.com	172.18.0.143	-	-	-
sofa.baidu.com	10.119.157.15	-	-	-
soid.baidu.com	10.50.82.58	-	-	-
spdy.baidu.com	27.221.36.23	-	-	-
stbd.baidu.com	112.34.111.35	-	-	-
suez.baidu.com	117.185.17.50,111.13.105.25	-	-	-
swww.baidu.com	111.13.100.92,111.13.100.91	-	-	-
taas.baidu.com	10.94.51.22	-	-	-
tast.baidu.com	180.149.131.33	-	-	-
tbfe.baidu.com	10.91.161.105	-	-	-
tbox.baidu.com	220.181.57.240	-	-	-
tbwm.baidu.com	180.97.33.93,180.149.131.13,111.13.100.169,115.239.217.164,123.125.115.75	-	-	-
tcmp.baidu.com	10.99.71.64	-	-	-
tcmx.baidu.com	61.135.163.38	-	-	-
tims.baidu.com	10.83.128.207	-	-	-
tpmp.baidu.com	117.185.16.155	-	-	-
tupv.baidu.com	119.75.222.131	-	-	-
tupu.baidu.com	111.13.100.18	-	-	-
uaop.baidu.com	10.91.161.235	-	-	-
ucrm.baidu.com	10.50.14.165,10.26.5.60	-	-	-
uevc.baidu.com	119.75.222.131	-	-	-
unwx.baidu.com	115.239.211.235	-	-	-
usmx.baidu.com	10.239.246.3	-	-	-
usp1.baidu.com	103.235.47.13	-	-	-
vcrm.baidu.com	111.13.100.150	-	-	-
vcse.baidu.com	61.135.165.170	-	-	-
vevc.baidu.com	223.111.138.35	-	-	-
viva.baidu.com	10.207.7.203	-	-	-
vmis.baidu.com	123.125.115.157	-	-	-
vsce.baidu.com	10.36.88.251	-	-	-
vsdl.baidu.com	10.23.238.229	-	-	-
vsda.baidu.com	10.205.99.36,10.202.70.45	-	-	-
watt.baidu.com	10.42.6.247	-	-	-
wgzs.baidu.com	111.13.101.29	-	-	-
wkai.baidu.com	223.111.138.49	-	-	-
wkgk.baidu.com	223.111.138.48	-	-	-
wsmp.baidu.com	112.34.111.131,111.13.100.22	-	-	-
wsus.baidu.com	172.31.12.28,172.31.11.59	-	-	-
xbox.baidu.com	10.50.13.239	-	-	-
xbug.baidu.com	10.99.85.51	-	-	-
xenv.baidu.com	111.13.100.96	-	-	-
xiju.baidu.com	117.185.17.208,112.34.111.125,111.13.105.118	-	-	-
xstp.baidu.com	10.50.14.165,10.26.5.60	-	-	-
ydyx.baidu.com	112.34.111.37,183.232.231.209,117.185.16.252	-	-	-
yile.baidu.com	112.34.111.125,117.185.17.208,111.13.105.118	-	-	-
yitu.baidu.com	111.13.105.56	-	-	-
ytsj.baidu.com	111.13.101.51	-	-	-
yugu.baidu.com	111.13.100.150	-	-	-
yyyy.baidu.com	10.65.3.62	-	-	-
zhgj.baidu.com	180.149.131.33	-	-	-
zhly.baidu.com	117.185.16.15,111.13.12.181	-	-	-
zhua.baidu.com	10.46.122.14	-	-	-
ziyi.baidu.com	10.200.54.175	-	-	-
zmon.baidu.com	10.81.211.95	-	-	-
zxdc.baidu.com	10.99.72.41	-	-	-
zydd.baidu.com	10.42.3.219	-	-	-
